cost_id,facility_id,expense_type,vendor,cost_amount,expense_date,fiscal_year
COST-001273,FAC-0080,IT Services,Terry-Willis,26932.57,2025-08-24,2023
COST-001274,FAC-0030,Plumbing,"Camacho, Harris and Ruiz",40234.4,2025-11-02,2025
COST-001275,FAC-0035,Plumbing,Mckay-Acosta,21374.95,2025-05-11,2024
COST-001276,FAC-0034,IT Services,Nguyen-Stanley,48818.7,2025-01-11,2025
COST-001277,FAC-0038,Electrical,"Hamilton, Michael and Wagner",45757.47,2025-10-03,2023
COST-001278,FAC-0099,IT Services,Harvey-Ball,36308.9,2025-12-07,2024
COST-001279,FAC-0039,Electrical,Spence Ltd,3413.04,2025-11-24,2023
COST-001280,FAC-0018,Plumbing,"Kaiser, Gallagher and Bryant",24040.32,2025-06-11,2024
COST-001281,FAC-0065,HVAC,Stewart Ltd,43443.34,2025-01-22,2024
COST-001282,FAC-0075,IT Services,"King, Tate and Roman",18365.97,2025-06-04,2025
COST-001283,FAC-0021,HVAC,"Bennett, Williams and Potter",33161.06,2025-05-28,2023
COST-001284,FAC-0014,IT Services,Carter-Fitzgerald,48090.42,2025-10-09,2025
COST-001285,FAC-0027,Electrical,Garcia PLC,6921.59,2025-05-27,2023
COST-001286,FAC-0043,Plumbing,Hodges and Sons,46096.16,2025-01-19,2025
COST-001287,FAC-0039,HVAC,"Garcia, Henderson and Roberts",49796.9,2025-07-29,2023
COST-001288,FAC-0030,HVAC,Lopez-Thompson,15074.29,2025-06-24,2024
COST-001289,FAC-0095,Plumbing,Fernandez-Mclaughlin,3541.73,2025-01-03,2024
COST-001290,FAC-0081,Plumbing,"Monroe, Potter and Freeman",26923.45,2025-09-26,2025
COST-001291,FAC-0056,IT Services,"Clarke, Douglas and Wilkins",1295.9,2025-12-02,2024
COST-001292,FAC-0027,Plumbing,Carpenter-Adams,14652.68,2025-02-18,2024
COST-001293,FAC-0061,Plumbing,Schneider Group,19499.93,2025-09-03,2025
COST-001294,FAC-0016,Plumbing,Gomez Ltd,37176.22,2025-10-07,2025
COST-001295,FAC-0046,Plumbing,Brady-Jimenez,32550.06,2025-04-26,2025
COST-001296,FAC-0063,Plumbing,Barr-Dean,37062.11,2025-03-25,2025
COST-001297,FAC-0015,IT Services,"King, Mcknight and Riley",3275.74,2025-02-18,2023
COST-001298,FAC-0044,Electrical,"Chapman, Leonard and Allen",47420.4,2025-06-17,2023
COST-001299,FAC-0010,Electrical,Reed-Gonzalez,20284.03,2025-05-12,2025
COST-001300,FAC-0010,Plumbing,Walters and Sons,44572.89,2025-09-29,2023
COST-001301,FAC-0030,Plumbing,"Zavala, Meyers and Miller",41905.08,2025-07-02,2025
COST-001302,FAC-0062,IT Services,Garner and Sons,34982.62,2025-08-21,2023
COST-001303,FAC-0091,Plumbing,Davis-Warren,40883.19,2025-06-01,2023
COST-001304,FAC-0089,IT Services,Hodges Group,40561.98,2025-09-19,2024
COST-001305,FAC-0004,HVAC,Smith Ltd,29615.42,2025-05-12,2025
COST-001306,FAC-0017,IT Services,Mason-Arellano,14501.91,2025-04-29,2025
COST-001307,FAC-0031,HVAC,Branch Inc,38555.46,2025-09-14,2023
COST-001308,FAC-0020,IT Services,Anderson Inc,48090.99,2024-12-21,2025
COST-001309,FAC-0045,Electrical,Bryan-Barry,28799.38,2025-07-29,2025
COST-001310,FAC-0075,IT Services,"Gomez, Lozano and Christensen",35383.3,2025-08-03,2023
COST-001311,FAC-0015,HVAC,"Barrera, Long and Bridges",20839.24,2025-03-29,2024
COST-001312,FAC-0059,Electrical,"Webb, Mcfarland and Davis",30029.18,2025-03-14,2024
COST-001313,FAC-0054,IT Services,Cantrell Group,21831.82,2025-09-10,2023
COST-001314,FAC-0001,HVAC,Hill LLC,49869.36,2025-04-22,2025
COST-001315,FAC-0051,HVAC,Flores-Reed,13966.45,2024-12-20,2023
COST-001316,FAC-0018,HVAC,Campbell and Sons,6768.61,2025-10-17,2025
COST-001317,FAC-0029,Plumbing,Terrell Group,30724.56,2025-11-29,2025
COST-001318,FAC-0006,Electrical,"Johnson, Sanchez and Williams",44992.25,2025-06-05,2023
COST-001319,FAC-0093,IT Services,Mcclain-Gonzalez,48600.27,2025-06-06,2025
COST-001320,FAC-0029,IT Services,Bowers Inc,24462.29,2025-01-10,2025
COST-001321,FAC-0095,Electrical,Newton Group,4779.99,2024-12-26,2024
COST-001322,FAC-0079,Electrical,"Buchanan, Mccarthy and Cooper",16437.15,2025-05-05,2025
COST-001323,FAC-0039,Plumbing,Cox and Sons,40731.2,2025-03-05,2023
COST-001324,FAC-0036,Plumbing,"Huang, Hester and Cisneros",1442.4,2025-11-01,2023
COST-001325,FAC-0028,HVAC,Miller and Sons,38865.52,2025-02-07,2024
COST-001326,FAC-0009,IT Services,"Duncan, Martinez and Garza",15271.87,2025-02-18,2024
COST-001327,FAC-0047,IT Services,Bryant Ltd,44095.94,2025-10-24,2023
COST-001328,FAC-0049,Electrical,Ibarra-Santana,5591.18,2025-03-31,2024
COST-001329,FAC-0032,IT Services,Kirby-Hendricks,37605.23,2025-11-20,2024
COST-001330,FAC-0028,Electrical,"Perez, Thompson and Olson",28423.82,2025-12-02,2024
COST-001331,FAC-0095,IT Services,"Chaney, Martin and Rasmussen",44692.03,2025-10-19,2025
COST-001332,FAC-0043,Plumbing,Miller-Ryan,29174.13,2025-05-18,2023
COST-001333,FAC-0082,HVAC,Garcia PLC,24349.78,2025-07-01,2024
COST-001334,FAC-0049,Plumbing,Thomas-Patel,40613.45,2025-04-14,2024
COST-001335,FAC-0078,Electrical,"Ryan, Jones and Thomas",1413.66,2025-06-14,2025
COST-001336,FAC-0042,Electrical,Gonzalez PLC,48642.86,2025-01-06,2025
COST-001337,FAC-0043,Plumbing,"Figueroa, Sandoval and Johnson",3270.94,2025-11-16,2025
COST-001338,FAC-0027,Plumbing,Richardson Ltd,38996.43,2025-07-07,2025
COST-001339,FAC-0033,IT Services,Gillespie-Dalton,24107.45,2025-09-24,2023
COST-001340,FAC-0069,HVAC,Thompson-Holt,28675.88,2025-07-03,2024
COST-001341,FAC-0061,HVAC,"Ayala, Walsh and Williams",47839.43,2025-02-16,2023
COST-001342,FAC-0033,Plumbing,Baker Inc,13872.07,2025-10-04,2025
COST-001343,FAC-0095,Electrical,"West, Young and Griffin",18752.19,2025-03-05,2024
COST-001344,FAC-0038,HVAC,"Gordon, Davis and Martinez",7525.96,2025-08-14,2023
COST-001345,FAC-0015,Plumbing,"Grant, Pennington and Collins",34864.45,2025-05-11,2025
COST-001346,FAC-0059,IT Services,"Williams, Garcia and Hebert",29523.31,2025-01-04,2024
COST-001347,FAC-0028,Electrical,Morris and Sons,6787.25,2025-03-13,2025
COST-001348,FAC-0002,Plumbing,"Kelly, Nguyen and Mcclain",796.8,2025-04-28,2024
COST-001349,FAC-0037,HVAC,Jenkins-Kent,22096.53,2024-12-16,2025
COST-001350,FAC-0056,IT Services,Castillo-Bradley,4828.45,2025-09-21,2023
COST-001351,FAC-0007,Plumbing,Curry-Jones,25152.22,2025-06-20,2023
COST-001352,FAC-0013,IT Services,Mcneil-Howell,48254.96,2025-12-12,2023
COST-001353,FAC-0040,HVAC,Cook-Savage,29156.63,2025-10-10,2024
COST-001354,FAC-0012,Electrical,Murray and Sons,12583.51,2025-04-09,2024
COST-001355,FAC-0062,IT Services,Hughes Inc,8624.43,2025-10-08,2023
COST-001356,FAC-0002,IT Services,"Ball, Higgins and Cuevas",39941.75,2025-04-17,2023
COST-001357,FAC-0071,IT Services,Oneill-Gamble,4956.16,2025-10-03,2025
COST-001358,FAC-0086,IT Services,Wang-Oconnell,31580.0,2025-10-01,2024
COST-001359,FAC-0055,Plumbing,"Schneider, Gonzalez and Williams",6530.81,2025-11-22,2024
COST-001360,FAC-0007,IT Services,Perry-Anderson,32151.51,2025-10-07,2025
COST-001361,FAC-0001,HVAC,Sutton Ltd,43199.87,2025-03-13,2025
COST-001362,FAC-0085,HVAC,Smith Inc,12295.12,2025-02-12,2025
COST-001363,FAC-0010,Plumbing,Salazar PLC,47109.08,2025-10-10,2023
COST-001364,FAC-0091,HVAC,Mason-Pham,710.65,2025-02-05,2023
COST-001365,FAC-0007,HVAC,Mayo LLC,9842.36,2025-11-12,2023
COST-001366,FAC-0065,IT Services,Simpson-Lee,43726.51,2025-04-14,2025
COST-001367,FAC-0089,Plumbing,"Carpenter, Jarvis and Gilbert",45506.69,2025-09-23,2023
COST-001368,FAC-0087,Plumbing,Brooks and Sons,45784.07,2025-02-19,2023
COST-001369,FAC-0022,Plumbing,Carpenter Ltd,37070.93,2025-03-26,2023
COST-001370,FAC-0038,HVAC,Petersen Ltd,1462.69,2025-12-11,2024
COST-001371,FAC-0062,Electrical,Carter-Harvey,5244.53,2025-05-29,2023
COST-001372,FAC-0033,Plumbing,Shields LLC,36952.91,2025-11-06,2025
COST-001373,FAC-0019,Electrical,Mcmillan and Sons,4862.88,2025-01-07,2024
COST-001374,FAC-0055,HVAC,Pena Group,10369.75,2025-10-10,2025
COST-001375,FAC-0067,HVAC,"Davis, Brock and Bridges",6523.38,2025-11-06,2023
COST-001376,FAC-0036,Electrical,Williams Group,1672.21,2025-02-25,2024
COST-001377,FAC-0030,HVAC,White PLC,9291.04,2025-03-29,2023
COST-001378,FAC-0007,Plumbing,Gordon-Hernandez,18951.26,2025-01-19,2025
COST-001379,FAC-0004,Electrical,"Harris, Campos and Knox",48047.93,2025-10-25,2025
COST-001380,FAC-0079,Electrical,"Johnson, Perez and Blake",42531.79,2024-12-16,2023
COST-001381,FAC-0098,HVAC,"Castillo, Woodard and Rios",12875.7,2025-05-16,2024
COST-001382,FAC-0027,HVAC,Miller Inc,28836.22,2025-11-19,2023
COST-001383,FAC-0030,HVAC,Jones-Fields,18244.5,2025-08-02,2025
COST-001384,FAC-0049,Electrical,"Rogers, Watson and Atkins",39850.69,2025-01-26,2023
COST-001385,FAC-0032,Plumbing,Cruz-Contreras,16843.2,2025-09-26,2024
COST-001386,FAC-0087,Plumbing,Randall-Hanson,16729.5,2025-08-14,2023
COST-001387,FAC-0039,HVAC,"Gordon, Bennett and Moore",25079.81,2025-10-04,2024
COST-001388,FAC-0099,Plumbing,"Martin, Lewis and Miller",30509.65,2025-07-21,2024
COST-001389,FAC-0001,HVAC,"Smith, Galloway and Kelly",13259.07,2025-07-09,2025
COST-001390,FAC-0056,IT Services,"Wilson, Bryant and Contreras",9747.0,2025-12-06,2023
COST-001391,FAC-0096,Electrical,Williams and Sons,36511.16,2025-04-10,2025
COST-001392,FAC-0046,HVAC,Williams Ltd,21919.54,2025-11-10,2024
COST-001393,FAC-0082,IT Services,"Miller, Griffin and Wilson",31292.61,2025-09-01,2023
COST-001394,FAC-0036,Plumbing,Buckley PLC,8949.61,2025-02-20,2024
COST-001395,FAC-0030,Plumbing,Johnson LLC,20297.82,2025-04-18,2023
COST-001396,FAC-0043,HVAC,"Parker, Wright and Long",49864.21,2025-08-17,2024
COST-001397,FAC-0048,Plumbing,"Blevins, Rivera and Burgess",28179.76,2025-10-06,2023
COST-001398,FAC-0035,IT Services,Lee Ltd,38225.13,2025-07-03,2024
COST-001399,FAC-0021,Plumbing,Sweeney-Kent,39397.96,2025-03-09,2025
COST-001400,FAC-0066,Electrical,Brown-Johnson,31017.47,2025-04-01,2024
COST-001401,FAC-0054,Plumbing,Rivera-Simpson,5350.8,2024-12-28,2024
COST-001402,FAC-0048,HVAC,Horne-Wagner,12535.76,2025-06-02,2025
COST-001403,FAC-0090,Plumbing,"Miller, Chang and Burton",8046.77,2025-09-14,2024
COST-001404,FAC-0100,Plumbing,Cook Inc,46197.82,2024-12-21,2024
COST-001405,FAC-0056,Plumbing,Young Ltd,33379.48,2024-12-20,2024
COST-001406,FAC-0027,IT Services,Oconnor LLC,6451.36,2025-03-07,2025
COST-001407,FAC-0099,Plumbing,"Mitchell, Bates and Johnson",37422.09,2025-01-22,2023
COST-001408,FAC-0038,HVAC,Lee-Duran,43883.74,2024-12-28,2025
COST-001409,FAC-0097,IT Services,"Graham, Weaver and Cunningham",24743.32,2025-02-15,2025
COST-001410,FAC-0020,Plumbing,Lopez Ltd,5252.56,2025-01-29,2024
COST-001411,FAC-0011,HVAC,Wells and Sons,32083.59,2025-06-24,2025
COST-001412,FAC-0090,IT Services,"Floyd, Diaz and Smith",47550.02,2025-11-08,2025
COST-001413,FAC-0081,HVAC,Cross Inc,16266.68,2025-10-17,2023
COST-001414,FAC-0085,Plumbing,Peterson Inc,20600.13,2025-09-02,2024
COST-001415,FAC-0065,IT Services,Hartman Group,12392.92,2025-10-27,2025
COST-001416,FAC-0004,IT Services,Jacobs-Good,39261.13,2025-05-13,2024
COST-001417,FAC-0094,HVAC,Gomez LLC,14872.15,2025-02-05,2024
COST-001418,FAC-0076,HVAC,"Smith, Eaton and Stein",30833.96,2025-06-03,2025
COST-001419,FAC-0085,Electrical,"Lewis, Edwards and Hicks",20822.5,2025-08-05,2024
COST-001420,FAC-0029,Electrical,Turner and Sons,5165.15,2025-02-10,2025
COST-001421,FAC-0084,HVAC,Cameron-Fleming,34762.45,2025-10-04,2023
COST-001422,FAC-0004,HVAC,Perez and Sons,1253.76,2025-10-14,2023
COST-001423,FAC-0061,HVAC,Branch Group,19039.03,2025-04-20,2024
COST-001424,FAC-0089,HVAC,"Anderson, Ford and Larson",38773.28,2025-04-11,2023
COST-001425,FAC-0013,Plumbing,Hardy and Sons,26861.64,2025-02-10,2024
COST-001426,FAC-0062,Electrical,Villarreal-Chen,27841.0,2025-09-06,2023
COST-001427,FAC-0050,Plumbing,Wagner PLC,28734.66,2025-03-05,2023
COST-001428,FAC-0017,Electrical,"Thomas, Gillespie and Stephens",48954.38,2025-06-14,2024
COST-001429,FAC-0026,Plumbing,"Hernandez, Ramirez and Dunn",39171.56,2025-05-21,2024
COST-001430,FAC-0051,HVAC,Mcbride-Hunt,16233.41,2025-08-10,2024
COST-001431,FAC-0019,HVAC,"Turner, Mckee and Joseph",19491.16,2025-02-23,2025
COST-001432,FAC-0038,Plumbing,Taylor-Bass,37557.57,2025-01-03,2023
COST-001433,FAC-0025,Electrical,Morrow Inc,23054.47,2025-12-11,2025
COST-001434,FAC-0075,Plumbing,Goodman-Krause,666.27,2025-08-17,2024
COST-001435,FAC-0074,Plumbing,Vega-Holmes,25330.79,2025-09-20,2025
COST-001436,FAC-0011,Electrical,Crawford Ltd,9157.95,2025-03-02,2024
COST-001437,FAC-0090,IT Services,"Robinson, Arnold and Byrd",35958.4,2025-03-16,2025
COST-001438,FAC-0059,Electrical,Barrera Group,31059.05,2025-01-20,2024
COST-001439,FAC-0087,Electrical,"Huff, Flynn and Valdez",20643.53,2025-04-19,2025
COST-001440,FAC-0029,HVAC,"Black, Snyder and Richards",16498.96,2025-07-01,2025
COST-001441,FAC-0015,Electrical,"Stewart, Green and Calhoun",5333.48,2025-11-16,2024
COST-001442,FAC-0014,HVAC,"Williams, Smith and Holmes",17560.23,2025-08-19,2025
COST-001443,FAC-0004,Electrical,"Washington, Rose and Barnes",20127.47,2025-06-08,2025
COST-001444,FAC-0032,Plumbing,Miller PLC,36595.94,2025-08-09,2023
COST-001445,FAC-0098,Electrical,Anderson PLC,9814.9,2025-03-01,2023
COST-001446,FAC-0035,Plumbing,"Paul, Sullivan and Logan",10850.66,2025-06-06,2025
COST-001447,FAC-0054,IT Services,"Kim, Ferguson and Robinson",32873.89,2025-12-10,2023
COST-001448,FAC-0088,Plumbing,"Davis, Hicks and Stuart",26720.61,2025-01-15,2023
COST-001449,FAC-0037,Electrical,"Johnson, Butler and Waller",41293.68,2025-05-12,2025
COST-001450,FAC-0089,Plumbing,Dudley-Anderson,4521.68,2025-04-23,2023
COST-001451,FAC-0010,IT Services,Adams-Medina,24731.83,2025-06-04,2023
COST-001452,FAC-0005,Electrical,Bryant and Sons,49699.38,2025-09-07,2025
COST-001453,FAC-0012,Electrical,Williams and Sons,20082.79,2025-04-14,2024
COST-001454,FAC-0075,Electrical,Craig PLC,38605.79,2025-02-04,2023
COST-001455,FAC-0040,HVAC,Flores Inc,44692.24,2025-09-02,2023
COST-001456,FAC-0020,IT Services,Hall-Stevens,42675.47,2025-01-10,2023
COST-001457,FAC-0052,Electrical,Hernandez and Sons,37424.69,2025-07-17,2023
COST-001458,FAC-0080,Electrical,"Clark, Tate and Martin",12397.75,2025-05-26,2023
COST-001459,FAC-0016,HVAC,Miller-Dawson,12965.07,2025-03-26,2025
COST-001460,FAC-0043,Plumbing,"Hernandez, Garcia and Meadows",27720.51,2025-05-17,2023
COST-001461,FAC-0008,HVAC,"Cruz, Brooks and Tran",16030.65,2025-08-25,2023
COST-001462,FAC-0055,Electrical,Andrews-Cooke,34798.41,2025-02-03,2025
COST-001463,FAC-0086,Electrical,"Malone, Zimmerman and Thomas",24334.61,2025-03-28,2025
COST-001464,FAC-0013,HVAC,"Fitzpatrick, Hopkins and Nash",46046.96,2025-09-17,2024
COST-001465,FAC-0008,Electrical,Dominguez PLC,16263.88,2025-04-13,2024
COST-001466,FAC-0013,Electrical,Myers Inc,39556.71,2025-11-02,2023
COST-001467,FAC-0027,HVAC,"Ferguson, Wilson and Robles",39156.28,2025-05-24,2023
COST-001468,FAC-0075,Plumbing,Mcconnell-Rasmussen,46318.52,2025-04-13,2023
COST-001469,FAC-0018,Plumbing,"Bishop, Thompson and Smith",45319.99,2025-01-30,2025
COST-001470,FAC-0001,HVAC,"Hernandez, Pennington and Fleming",48535.41,2025-11-06,2025
COST-001471,FAC-0072,Electrical,"Walter, Miller and Walker",14537.48,2025-06-15,2023
COST-001472,FAC-0017,IT Services,Brown Group,42569.11,2025-04-19,2024
COST-001473,FAC-0041,HVAC,Johnson and Sons,45441.08,2025-07-29,2025
COST-001474,FAC-0010,HVAC,Odonnell Ltd,48490.67,2025-09-19,2024
COST-001475,FAC-0066,Plumbing,"Bullock, Andrade and Keller",24593.89,2025-05-28,2024
COST-001476,FAC-0055,HVAC,"Hoffman, Weaver and Brown",30299.3,2025-11-29,2023
COST-001477,FAC-0071,Electrical,"Parker, Bennett and Stanton",1971.71,2025-06-11,2025
COST-001478,FAC-0064,Plumbing,"Buchanan, Norman and Boyd",30771.84,2025-09-29,2023
COST-001479,FAC-0085,IT Services,"Bartlett, Holland and Miller",6193.5,2025-03-22,2025
COST-001480,FAC-0037,HVAC,Collins-Allen,12550.23,2024-12-29,2023
COST-001481,FAC-0016,Plumbing,Wilson Ltd,14269.55,2025-01-22,2023
COST-001482,FAC-0010,HVAC,Chandler and Sons,4211.82,2025-02-11,2024
COST-001483,FAC-0028,Plumbing,Morgan-Hinton,2664.82,2025-06-23,2025
COST-001484,FAC-0085,IT Services,Roberts-Baker,48294.01,2025-06-28,2023
COST-001485,FAC-0050,Electrical,Jones-Rodgers,20385.35,2025-08-16,2024
COST-001486,FAC-0045,Plumbing,"Hull, Garcia and Morgan",8444.31,2025-01-23,2024
COST-001487,FAC-0023,IT Services,Benton-Phillips,37005.72,2025-01-18,2023
COST-001488,FAC-0001,HVAC,Wilson PLC,31686.53,2025-11-28,2024
COST-001489,FAC-0063,Electrical,"Hardy, Peters and Avila",46718.44,2025-11-25,2024
COST-001490,FAC-0075,Plumbing,Berry LLC,26077.76,2025-02-27,2024
COST-001491,FAC-0055,IT Services,Young-Zimmerman,30265.0,2025-10-18,2025
COST-001492,FAC-0073,HVAC,Moody-Phillips,49059.97,2025-07-18,2023
COST-001493,FAC-0048,Electrical,Wilson-Hall,29583.27,2025-07-16,2025
COST-001494,FAC-0090,Plumbing,Sanchez-Torres,21691.03,2025-06-29,2024
COST-001495,FAC-0085,IT Services,"Sanders, Acosta and Evans",10489.54,2025-03-21,2024
COST-001496,FAC-0100,Plumbing,"Davis, Davis and Aguilar",44336.98,2025-06-27,2023
COST-001497,FAC-0058,Electrical,"Rivera, Patel and Jones",22838.67,2025-12-01,2024
COST-001498,FAC-0052,HVAC,Robinson-Young,38045.04,2025-12-03,2024
COST-001499,FAC-0052,Plumbing,"Baker, Alvarez and Fisher",1391.93,2025-01-25,2024
COST-001500,FAC-0002,IT Services,Sellers Ltd,1225.51,2025-05-25,2023
COST-001501,FAC-0011,Plumbing,"George, Henderson and Jones",42965.17,2025-09-14,2025
COST-001502,FAC-0036,Electrical,Oconnell Ltd,41957.73,2025-02-25,2023
COST-001503,FAC-0049,IT Services,"Sherman, Harris and Obrien",43071.18,2025-05-15,2024
COST-001504,FAC-0006,IT Services,"Johnson, Nelson and Watts",38923.66,2025-08-24,2023
COST-001505,FAC-0001,Electrical,"Morgan, Reyes and Campbell",48423.89,2025-11-29,2024
COST-001506,FAC-0053,Electrical,Hansen-Wright,33648.56,2025-03-25,2023
COST-001507,FAC-0063,HVAC,Pacheco-Henry,26861.3,2025-03-12,2023
COST-001508,FAC-0061,IT Services,Harris and Sons,8508.18,2025-07-27,2025
COST-001509,FAC-0093,Electrical,Peterson-Juarez,6173.56,2025-02-09,2025
COST-001510,FAC-0021,HVAC,Spencer Ltd,11545.49,2025-10-05,2025
COST-001511,FAC-0019,HVAC,"Powell, Barnett and Patel",8831.96,2025-09-08,2023
COST-001512,FAC-0037,Electrical,"Greene, Wiley and Mccormick",26848.9,2025-02-13,2024
COST-001513,FAC-0042,HVAC,Decker-Rojas,26347.84,2025-07-20,2024
COST-001514,FAC-0078,Plumbing,"Perez, Quinn and Crawford",1694.29,2025-07-03,2024
COST-001515,FAC-0012,Electrical,Bradley-Collins,36341.87,2025-03-14,2025
COST-001516,FAC-0035,IT Services,Hall-Cole,30306.44,2025-09-09,2023
COST-001517,FAC-0030,Plumbing,Murray-Williams,44506.35,2025-02-28,2023
COST-001518,FAC-0091,Electrical,"Vaughn, Young and Carlson",46807.02,2024-12-23,2024
COST-001519,FAC-0086,Electrical,Bennett and Sons,41319.53,2025-08-04,2024
COST-001520,FAC-0025,Plumbing,Richardson Inc,48362.39,2025-11-20,2024
COST-001521,FAC-0019,HVAC,Page LLC,38330.56,2024-12-31,2025
COST-001522,FAC-0076,HVAC,"Singh, Davis and Villegas",46184.43,2025-03-24,2023
COST-001523,FAC-0056,Plumbing,Thomas PLC,5971.24,2024-12-20,2025
COST-001524,FAC-0086,Plumbing,Rodriguez-Strickland,47829.48,2025-06-03,2025
COST-001525,FAC-0006,IT Services,Manning-Jones,26257.12,2025-05-04,2023
COST-001526,FAC-0017,Electrical,Davis and Sons,42589.22,2025-05-22,2023
COST-001527,FAC-0039,Electrical,Jackson Group,31140.78,2025-02-21,2025
COST-001528,FAC-0043,HVAC,"Haas, Simmons and Wang",15133.99,2024-12-24,2025
COST-001529,FAC-0043,HVAC,"Simpson, Carter and Brock",39353.5,2025-11-05,2025
COST-001530,FAC-0098,Electrical,Chung Ltd,46498.76,2024-12-27,2024
COST-001531,FAC-0037,IT Services,Curtis Ltd,27827.94,2025-04-07,2024
COST-001532,FAC-0037,HVAC,Garrett-Dodson,27575.07,2025-03-12,2023
COST-001533,FAC-0011,HVAC,James Ltd,1226.38,2025-06-11,2023
COST-001534,FAC-0097,Plumbing,Smith-Ward,24936.32,2024-12-21,2025
COST-001535,FAC-0083,Electrical,Moon-Banks,33717.06,2025-06-24,2023
COST-001536,FAC-0060,Electrical,Silva-Barajas,33414.96,2025-05-18,2023
COST-001537,FAC-0029,IT Services,"Harper, Curtis and Allison",12603.99,2025-06-07,2023
COST-001538,FAC-0093,IT Services,"Hunter, Molina and Frederick",29853.44,2025-04-28,2023
COST-001539,FAC-0041,Plumbing,Coleman-Thompson,27672.22,2025-10-17,2024
COST-001540,FAC-0064,Plumbing,Brown Group,29658.59,2025-09-12,2024
COST-001541,FAC-0090,Electrical,Ortiz Ltd,27282.09,2025-06-03,2024
COST-001542,FAC-0024,Electrical,Gordon Group,41722.37,2025-05-31,2025
COST-001543,FAC-0056,Electrical,"Sweeney, Gilbert and Solis",34504.58,2025-01-23,2024
COST-001544,FAC-0020,IT Services,"Thomas, Fuller and Gallagher",837.16,2025-07-23,2023
COST-001545,FAC-0094,Electrical,Velasquez Group,19486.51,2025-09-11,2024
COST-001546,FAC-0059,HVAC,"Ramos, Davila and Williams",11753.06,2025-01-14,2024
COST-001547,FAC-0048,IT Services,Davis and Sons,44694.63,2025-10-23,2023
COST-001548,FAC-0052,Plumbing,Stark-Delgado,7280.69,2025-05-11,2024
COST-001549,FAC-0012,HVAC,Camacho Group,20970.91,2025-09-14,2025
COST-001550,FAC-0009,Plumbing,Stokes-Howard,29428.52,2024-12-18,2025
COST-001551,FAC-0008,HVAC,"Tucker, Smith and Johnson",17949.95,2025-03-17,2025
COST-001552,FAC-0003,Plumbing,"Jackson, Richardson and Harmon",9803.12,2025-06-07,2025
COST-001553,FAC-0052,HVAC,James Ltd,32043.37,2025-06-10,2024
COST-001554,FAC-0038,Plumbing,"Gonzalez, Bailey and Allen",15134.57,2025-10-03,2024
COST-001555,FAC-0024,Plumbing,"Burgess, Alexander and Black",40155.1,2025-04-11,2023
COST-001556,FAC-0069,Plumbing,Wagner-Rodriguez,33798.07,2024-12-22,2023
COST-001557,FAC-0096,HVAC,Owens Group,45057.61,2024-12-22,2023
COST-001558,FAC-0028,Plumbing,Johns and Sons,25662.96,2025-09-19,2023
COST-001559,FAC-0036,Electrical,Franklin Ltd,22773.02,2025-04-07,2023
COST-001560,FAC-0040,Electrical,"Randolph, Morgan and Mitchell",36035.3,2025-06-01,2024
COST-001561,FAC-0032,IT Services,Kennedy Inc,30057.59,2024-12-31,2024
COST-001562,FAC-0069,Plumbing,"Obrien, Vargas and Silva",15834.73,2025-04-24,2024
COST-001563,FAC-0075,Electrical,"Lee, Riley and Bowen",19270.22,2025-06-03,2024
COST-001564,FAC-0073,IT Services,Armstrong-Strong,845.82,2025-01-04,2024
COST-001565,FAC-0022,Plumbing,Rodriguez and Sons,22663.7,2025-05-10,2023
COST-001566,FAC-0098,HVAC,Butler-Meyer,11159.0,2025-09-06,2023
COST-001567,FAC-0080,Plumbing,Carter-Berry,33815.26,2025-09-21,2024
COST-001568,FAC-0046,HVAC,"Lewis, Adams and Maxwell",46552.78,2025-06-25,2023
COST-001569,FAC-0042,HVAC,"Hughes, Vaughn and Wang",26315.5,2025-07-28,2023
COST-001570,FAC-0006,Plumbing,"Shelton, Becker and Reynolds",1110.76,2025-09-05,2023
COST-001571,FAC-0078,IT Services,Davis-Kerr,19676.27,2025-10-05,2025
COST-001572,FAC-0080,Electrical,Smith-Garcia,22186.83,2025-09-27,2023
COST-001573,FAC-0063,Plumbing,Arnold-Scott,47568.8,2025-11-15,2025
COST-001574,FAC-0018,HVAC,Baldwin-Hoover,1419.5,2025-03-25,2023
COST-001575,FAC-0053,IT Services,"Marks, Jones and Powell",27124.55,2025-08-22,2023
COST-001576,FAC-0016,Plumbing,Shea and Sons,34256.4,2025-06-22,2025
COST-001577,FAC-0023,IT Services,Payne Group,19184.24,2025-08-22,2023
COST-001578,FAC-0061,Electrical,Berry-King,19871.13,2025-04-03,2023
COST-001579,FAC-0046,Electrical,Ramsey-Lee,48561.71,2025-04-06,2023
COST-001580,FAC-0030,HVAC,Le-Wilson,25055.57,2025-10-26,2024
COST-001581,FAC-0069,Plumbing,Wiggins-Mitchell,478.74,2025-05-11,2023
COST-001582,FAC-0006,IT Services,Foley-Joyce,4851.46,2025-09-11,2025
COST-001583,FAC-0007,Electrical,"Vasquez, Hoffman and Fox",28865.07,2025-11-09,2025
COST-001584,FAC-0032,HVAC,Poole Ltd,18746.22,2025-07-07,2023
COST-001585,FAC-0063,IT Services,Rose Inc,4329.16,2025-02-28,2023
COST-001586,FAC-0001,Electrical,"Gallegos, Rodriguez and Griffin",32341.77,2025-11-25,2023
COST-001587,FAC-0091,Plumbing,Rodriguez-Williams,21571.32,2025-07-28,2024
